Receptor,Ligand,Action,Smiles
5HT2C,CHEMBL223090,Agonist,N#Cc1cccc2c1C(=O)N1CCNCC21
5HT2C,CHEMBL5288004,Antagonist,CCOC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
5HT2C,CHEMBL4743977,Agonist,C=CCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl
5HT2C,CHEMBL4788223,Antagonist,CC(C)n1nc2c(c1-c1ccccc1)CCNCC2
5HT2C,CHEMBL4745522,Agonist,CCCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl
5HT2C,CHEMBL4761526,Agonist,COc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.O=C(O)C(F)(F)F
5HT2C,CHEMBL4782824,Agonist,CCCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL4781347,Agonist,C=CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl
5HT2C,CHEMBL4757142,Agonist,Cl.NC[C@@H]1C[C@H]1c1c(OCCF)ccc2c1CCO2
5HT2C,CHEMBL4762474,Agonist,C=CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4751981,Agonist,COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL4756903,Agonist,CCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL4790992,Agonist,C=CCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL373905,Agonist,CCCc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21
5HT2C,CHEMBL4876297,Modulator,O=C1c2cc(Cl)ccc2CC1CCN1CCN(c2ccccn2)CC1
5HT2C,CHEMBL2028019,Agonist,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
5HT2C,CHEMBL4848305,Modulator,Clc1cccc(-c2n[nH]cc2N2CCNCC2)c1
5HT2C,CHEMBL4872800,Modulator,O=C1c2ccc(Cl)cc2CC1CCN1CCN(c2ccccn2)CC1
5HT2C,CHEMBL4871868,Modulator,CC1(CCCCN2CCN(c3ccccn3)CC2)Cc2cc(Cl)ccc2C1=O
5HT2C,CHEMBL5184791,Agonist,COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N
5HT2C,CHEMBL4741776,Antagonist,Cc1ccc(CCCc2cc(=O)c3c(O)cccc3o2)cc1
5HT2C,CHEMBL4790230,Antagonist,O=c1cc(CCCc2cccc(Cl)c2)oc2cccc(O)c12
5HT2C,CHEMBL4753511,Antagonist,CC(C)n1nc2c(c1-c1ccc(F)cc1)CCNCC2
5HT2C,CHEMBL4762960,Agonist,CCOc1ccc2oc(CC)cc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4759878,Agonist,C=C(F)COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL4752412,Agonist,CCCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl
5HT2C,CHEMBL4785566,Agonist,COCc1ccnc2c1CC[C@@H]1CNCCN21
5HT2C,CHEMBL4783824,Antagonist,O=c1cc(CCCc2cccc(F)c2)oc2cccc(O)c12
5HT2C,CHEMBL4750271,Agonist,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCC3CC3)ccc2o1.Cl
5HT2C,CHEMBL4789310,Agonist,CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl
5HT2C,CHEMBL4093612,Antagonist,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
5HT2C,CHEMBL5178487,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Br)cc1O
5HT2C,CHEMBL5181991,Agonist,Cc1cccc(C2NCCc3c2[nH]c2ccc(O)cc32)c1.Cl
5HT2C,CHEMBL5183493,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1C(F)(F)F
5HT2C,CHEMBL5197949,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1
5HT2C,CHEMBL5180800,Agonist,Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1
5HT2C,CHEMBL5177505,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Br
5HT2C,CHEMBL5177208,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1
5HT2C,CHEMBL4742882,Agonist,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1
5HT2C,CHEMBL4753812,Agonist,C=C(C)COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL5268604,Modulator,Oc1ccc2[nH]c3c(-c4c[nH]c5ccccc45)nccc3c2c1
5HT2C,CHEMBL5186877,Agonist,Clc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1
5HT2C,CHEMBL5194866,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1
5HT2C,CHEMBL4789472,Modulator,O=C(CCCN1C2CCC1CN(c1ccc(Cl)cn1)C2)c1ccc(F)cc1
5HT2C,CHEMBL4474014,Modulator,Fc1ccc2c(c1)CC(CCN1CCCN(c3ccccn3)CC1)C2
5HT2C,CHEMBL5204651,Agonist,Fc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5194324,Agonist,Cl.Fc1ncccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL535832,Agonist,Cl.NCCc1c[nH]c2ccc(O)cc12
5HT2C,CHEMBL5198213,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)c(O)c1
5HT2C,CHEMBL5195443,Agonist,COc1ccc(OC)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1.Cl
5HT2C,CHEMBL4859722,Modulator,O=C(O)C(=O)O.O=C1CCc2cc(OCCCN3CCCN(c4ccccn4)CC3)ccc2N1
5HT2C,CHEMBL5175973,Antagonist,CCCCC(C)Oc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
5HT2C,CHEMBL4846823,Modulator,CC1(CCCN2CCN(c3ccccn3)CC2)Cc2cc(Cl)ccc2C1=O
5HT2C,CHEMBL5188171,Antagonist,CCC(C)Oc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
5HT2C,CHEMBL5172342,Agonist,CCC1NCCc2c1[nH]c1ccc(O)cc21.Cl
5HT2C,CHEMBL5170024,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cc2ccccc2s1
5HT2C,CHEMBL5187568,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1O
5HT2C,CHEMBL5196522,Agonist,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2C,CHEMBL5188386,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Br)s1
5HT2C,CHEMBL4762225,Agonist,Cl.NC[C@@H]1C[C@H]1c1c(OCCF)ccc2occc12
5HT2C,CHEMBL4752611,Agonist,CCc1cc2c([C@@H]3C[C@H]3CN)c(OCCF)ccc2o1.Cl
5HT2C,CHEMBL5191954,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1nccs1
5HT2C,CHEMBL4854456,Modulator,O=C1c2cc(Cl)c(Cl)cc2CC1CCN1CCN(c2ccccn2)CC1
5HT2C,CHEMBL4789085,Antagonist,CNc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1
5HT2C,CHEMBL4760784,Antagonist,CC(C)n1nc2c(c1-c1ccc(OC(F)(F)F)cc1)CCNCC2
5HT2C,CHEMBL4784424,Antagonist,CC(C)(C)n1nc2c(c1-c1ccccc1)CCNCC2
5HT2C,CHEMBL5193914,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1
5HT2C,CHEMBL5183463,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1
5HT2C,CHEMBL5209080,Agonist,COc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
5HT2C,CHEMBL5170614,Agonist,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1
5HT2C,CHEMBL5201470,Agonist,Cl.Oc1ccc(O)c(C2NCCc3c2[nH]c2ccc(F)cc32)c1
5HT2C,CHEMBL5208018,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(F)ccc1O
5HT2C,CHEMBL5177718,Agonist,Cc1ccc(O)c(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
5HT2C,CHEMBL5200288,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1.Cl
5HT2C,CHEMBL5170784,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1
5HT2C,CHEMBL5181312,Antagonist,CCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
5HT2C,CHEMBL338115,Modulator,COc1ccc2[nH]c3c(c2c1)CCN=C3C
5HT2C,CHEMBL4866058,Modulator,Clc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)C2
5HT2C,CHEMBL4786831,Agonist,CC(C)Oc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4762722,Agonist,C=C(C)COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4759181,Agonist,CC(C)Oc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl
5HT2C,CHEMBL5204813,Antagonist,COc1cc2c(cc1OC)-c1c(OC)c(OCc3ccccc3)cc3c1[C@H](C2)N(C)CC3
5HT2C,CHEMBL3581256,Antagonist,COc1cc2c(cc1OCc1ccc(Br)cc1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
5HT2C,CHEMBL5207529,Agonist,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC.Cl
5HT2C,CHEMBL5208129,Agonist,Cl.Oc1ccc(Cl)cc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL4752798,Agonist,Cl.Oc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5188736,Agonist,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1
5HT2C,CHEMBL4780654,Modulator,O=C(NCCO)c1cccc2c1CCN2c1cc(Cc2cc(F)cc(C(F)(F)F)c2)ncn1
5HT2C,CHEMBL4744046,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@@H](c3[nH]c4ccccc4c3CCn3cc(-c4cccc(Cl)c4)nn3)N(C#N)C[C@@H]2CC[C@@H]1O
5HT2C,CHEMBL4800666,Agonist,CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4764271,Agonist,CCCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4790652,Agonist,CCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl
5HT2C,CHEMBL4862770,Agonist,COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2c(c1)NC(=O)CC2
5HT2C,CHEMBL4784373,Modulator,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
5HT2C,CHEMBL4857665,Modulator,O=C1c2ccc(Cl)cc2CC1CCCCN1CCN(c2ccccn2)CC1
5HT2C,CHEMBL4875079,Modulator,CC(=O)Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1.O=C(O)C(=O)O
5HT2C,CHEMBL4874069,Modulator,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc2c(c1)CCC2
5HT2C,CHEMBL4870361,Modulator,O=C1CCc2cc(OCCCN3CCN(c4ccccn4)CC3)ccc21
5HT2C,CHEMBL5074880,Modulator,CCNCc1ccc(Cl)c(-c2ccccc2OC)c1
5HT2C,CHEMBL5207633,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1.Cl
5HT2C,CHEMBL5208864,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC.Cl
5HT2C,CHEMBL5178562,Agonist,COc1ccc2cc(C3NCCc4c3[nH]c3ccc(Cl)cc43)ccc2c1.Cl
5HT2C,CHEMBL4783529,Antagonist,O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CC(F)(F)C1
5HT2C,CHEMBL4282264,Antagonist,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
5HT2C,CHEMBL4790446,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
5HT2C,CHEMBL5179588,Agonist,Cl.Oc1ccccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2C,CHEMBL4795286,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
5HT2C,CHEMBL5201903,Agonist,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5188655,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccnc1F
5HT2C,CHEMBL5198376,Agonist,COc1ccc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
5HT2C,CHEMBL5203138,Agonist,Cc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
5HT2C,CHEMBL5177386,Agonist,CCC1NCCc2c1[nH]c1ccc(F)cc21.Cl
5HT2C,CHEMBL4789175,Agonist,CCc1cc2c([C@@H]3C[C@H]3CN)c(OC)ccc2o1.Cl
5HT2C,CHEMBL4743059,Modulator,CC(C)[C@@H](Nc1nc(I)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C1CC1
5HT2C,CHEMBL4744176,Modulator,CSc1nc(N[C@H](C(C)C)C2CC2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(CO)C[C@H]34)c2n1
5HT2C,CHEMBL5201492,Agonist,Oc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1
5HT2C,CHEMBL5199780,Agonist,Cc1cc(C2NCCc3c2[nH]c2ccc(Cl)cc32)sc1Br.Cl
5HT2C,CHEMBL5183371,Agonist,CCC1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
5HT2C,CHEMBL5192627,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(OC)c1.Cl
5HT2C,CHEMBL5182943,Agonist,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl
5HT2C,CHEMBL4782005,Antagonist,Fc1ccc(-c2c3c(nn2C2CCC2)CCNCC3)cc1
5HT2C,CHEMBL4743582,Antagonist,CC(C)n1nc2c(c1-c1ccc(C#N)cc1)CCNCC2
5HT2C,CHEMBL4785470,Antagonist,c1ccc(-c2c3c(nn2C2CC2)CCNCC3)cc1
5HT2C,CHEMBL4777303,Agonist,COc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.O=C(O)C(F)(F)F
5HT2C,CHEMBL4795756,Antagonist,CCn1nc2c(c1-c1ccccc1)CCNCC2
5HT2C,CHEMBL5082177,Modulator,CCCN(CCC)Cc1ccc(Cl)c(-c2ccccc2OC)c1
5HT2C,CHEMBL4749189,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1.Cl
5HT2C,CHEMBL5194223,Agonist,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5201835,Agonist,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5204071,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(O)c1
5HT2C,CHEMBL5207023,Agonist,Cl.Oc1ccc(Br)cc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5176473,Agonist,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(O)cc32)c1
5HT2C,CHEMBL5188817,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Br)ccc1O
5HT2C,CHEMBL5178632,Agonist,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(O)cc32)cc1OC.Cl
5HT2C,CHEMBL4802359,Agonist,Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1
5HT2C,CHEMBL5188678,Agonist,Cc1noc(C)c1C1NCCc2c1[nH]c1ccc(F)cc21.Cl
5HT2C,CHEMBL5174331,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Cl)s1
5HT2C,CHEMBL5183068,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3C1CCOCC1
5HT2C,CHEMBL5200026,Agonist,Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1
5HT2C,CHEMBL4802921,Agonist,Cc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
5HT2C,CHEMBL5194467,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Cl)ccc1O
5HT2C,CHEMBL5183544,Agonist,Cc1noc(C)c1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
5HT2C,CHEMBL4780536,Modulator,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(=O)(=O)c2ccc(N)c(Br)c2)CC1
5HT2C,CHEMBL5192557,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1
5HT2C,CHEMBL5186011,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(C)c1.Cl
5HT2C,CHEMBL4558031,Modulator,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cn2)CC1
5HT2C,CHEMBL4570411,Modulator,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccccn2)CC1
5HT2C,CHEMBL4746695,Modulator,Fc1ccc(CCCCN2C3CCC2CN(c2ccc(Cl)cn2)C3)cc1
5HT2C,CHEMBL4755344,Antagonist,COc1cccc(CCCc2cc(=O)c3c(O)cccc3o2)c1
5HT2C,CHEMBL4799299,Agonist,C=C(F)COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
5HT2C,CHEMBL4762416,Modulator,Fc1ccc(CCCCN2CCN(c3ccncc3)CC2)cc1.O=C(O)C(=O)O
5HT2C,CHEMBL4778104,Agonist,c1cc(C2CC2)c2c(n1)N1CCNC[C@H]1CC2
5HT2C,CHEMBL4776557,Agonist,CCCc1cccc2c1CC[C@@H]1CNCCN21
5HT2C,CHEMBL4780505,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@@H](OCc3ccc(Br)cc3)c3[nH]c4ccccc4c3CCN(C#N)C[C@@H]2CC[C@@H]1O
5HT2C,CHEMBL4777891,Agonist,Cl.NC[C@@H]1C[C@H]1c1c(OCC2CC2)ccc2c1CCO2
5HT2C,CHEMBL4752604,Agonist,Cl.NC[C@@H]1C[C@H]1c1c(OCC2CC2)ccc2occc12
5HT2C,CHEMBL340211,Modulator,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
5HT2C,CHEMBL4573441,Modulator,O=C(CCCN1CCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1
5HT2C,CHEMBL4293999,Modulator,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2
5HT2C,CHEMBL4762886,Antagonist,Fc1ccc(-c2c3c(nn2C2CC2)CCNCC3)cc1
5HT2C,CHEMBL4788327,Antagonist,c1ccc(-c2c3c(nn2C2CCC2)CCNCC3)cc1
5HT2C,CHEMBL4761064,Agonist,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCCF)ccc2o1.Cl
5HT2C,CHEMBL4758081,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@@H]3N(CC[C@@]34C(=O)N(Cc3cccc(OC)c3)c3ccccc34)C[C@@H]2CC[C@@H]1OCc1cccc(OC)c1
5HT2C,CHEMBL4861794,Modulator,Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1
5HT2C,CHEMBL4857597,Modulator,O=C1CCc2cc(CCCCN3CCN(c4ccccn4)CC3)ccc2N1
5HT2C,CHEMBL4780527,Antagonist,O=c1cc(CCCc2cccc(C(F)(F)F)c2)oc2cccc(O)c12
5HT2C,CHEMBL4795598,Antagonist,COc1ccc(CCCc2cc(=O)c3c(O)cccc3o2)cc1
5HT2C,CHEMBL4764808,Antagonist,CC(C)n1nc2c(c1-c1ccc(Cl)c(Cl)c1)CCNCC2
5HT2C,CHEMBL4752099,Antagonist,COc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1
5HT2C,CHEMBL4746737,Antagonist,Cc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1
5HT2C,CHEMBL4750414,Antagonist,c1ccc(-c2c3c(nn2-c2ccccc2)CCNCC3)cc1
5HT2C,CHEMBL4066040,Antagonist,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
5HT2C,CHEMBL4536197,Antagonist,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
5HT2C,CHEMBL4859988,Modulator,CC(=O)Nc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
5HT2C,CHEMBL3883955,Modulator,O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1c(F)cccc1F
5HT2C,CHEMBL4867565,Modulator,O=S(=O)(c1cccc(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
5HT2C,CHEMBL5199923,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1
5HT2C,CHEMBL5207179,Agonist,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1
5HT2C,CHEMBL5191733,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
5HT2C,CHEMBL5184885,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Br
5HT2C,CHEMBL5183950,Agonist,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl
5HT2C,CHEMBL5185430,Agonist,Cl.Oc1c(Cl)cccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
5HT2C,CHEMBL5208963,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C1CCOCC1
5HT2C,CHEMBL4757837,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1
5HT2C,CHEMBL5189339,Agonist,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2C,CHEMBL5177900,Agonist,Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1F
5HT2C,CHEMBL5176057,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1F
5HT2C,CHEMBL5180401,Agonist,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1
5HT2C,CHEMBL4533305,Modulator,O=C(CCCN1CCCN(c2ccccn2)CC1)c1ccc(F)cc1
5HT2C,CHEMBL4793296,Modulator,O=C(CCCN1CCN(c2cccnc2)CC1)c1ccc(F)cc1.O=C(O)C(=O)O
5HT2C,CHEMBL4753809,Modulator,Fc1ccc(CCCCN2CCN(c3cccnc3)CC2)cc1.O=C(O)C(=O)O
5HT2C,CHEMBL2387229,Modulator,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
5HT2C,CHEMBL4861311,Modulator,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCCCC5)cc4)CC3)noc2c1
5HT2C,CHEMBL4867978,Modulator,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1
5HT2C,CHEMBL4763861,Antagonist,Cc1cccc(CCCc2cc(=O)c3c(O)cccc3o2)c1
5HT2C,CHEMBL4756430,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@@H]3N(CC[C@@]34C(=O)N(c3cncc(OC)n3)c3ccccc34)C[C@@H]2CC[C@@H]1O
5HT2C,CHEMBL4757718,Agonist,FC(F)(F)CCc1cccc2c1CC[C@@H]1CNCCN21
5HT2C,CHEMBL4747291,Agonist,Cc1ccnc2c1CC[C@@H]1CNCCN21
5HT2C,CHEMBL4862890,Agonist,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
5HT2C,CHEMBL332794,Antagonist,CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
5HT2C,CHEMBL15245,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
5HT2C,CHEMBL4462108,Modulator,Fc1ccc(CCCCN2CCN(c3ccc(Cl)cn3)CC2)cc1
5HT2C,CHEMBL4876193,Modulator,Cc1cccc(-c2n[nH]cc2N2CCCNCC2)c1
5HT2C,CHEMBL4794963,Modulator,CC(=O)Nc1ccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
5HT2C,CHEMBL4533479,Antagonist,CCCOc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
5HT2C,CHEMBL5185474,Agonist,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2C,CHEMBL5177484,Agonist,Cl.Oc1ccc(Br)cc1C1NCCc2c1[nH]c1ccc(F)cc21
5HT2C,CHEMBL5179287,Agonist,Cc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(C)c1.Cl
5HT2C,CHEMBL5179053,Agonist,Cl.Cn1ccnc1C1NCCc2c1[nH]c1ccc(O)cc21
5HT2C,CHEMBL5187275,Agonist,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3C(c1ccccc1)c1ccccc1
5HT2C,CHEMBL5183799,Antagonist,CCCCCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
5HT2C,CHEMBL3581250,Antagonist,CCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
5HT2C,CHEMBL3581253,Antagonist,COc1cc2c(cc1OC1CCCCC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
5HT2C,CHEMBL4851044,Modulator,CN1CCC(=C(F)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
5HT2C,CHEMBL4848517,Agonist,C=C[C@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
